chunk_id,text,embedding
1,"Đảo Trường Sa Lớn thuộc quần đảo Trường Sa của Việt Nam, nằm ở Biển Đông, cách đất liền khoảng 500 km.","[-0.01673050969839096, 0.040323156863451004, -0.07336188852787018, -0.03187992423772812, -0.06952224671840668, -0.013594988733530045, -0.027336446568369865, 0.0788414254784584, -0.011783945374190807, 0.020241601392626762, 0.12988761067390442, -0.1132001280784607, -0.06160871684551239, -0.01888139173388481, 0.03295709937810898, -0.023163456469774246, -0.05672207102179527, 0.06568364799022675, -0.09509418904781342, -0.0911066010594368, -0.0358203649520874, 0.017197398468852043, -0.023150650784373283, 0.06724318116903305, -0.05983026325702667, 0.012638254091143608, 0.046273648738861084, 0.015684742480516434, 0.04804299771785736, -0.0070147765800356865, -0.02046802081167698, 0.08498743921518326, -0.029173867776989937, 0.03839479759335518, 0.0017232755199074745, 0.024099109694361687, -0.02695157565176487, -0.06218523904681206, 0.05295497924089432, -0.024333959445357323, -0.02773943729698658, -0.02259298786520958, 0.0455448180437088, -0.06886390596628189, 0.043420545756816864, -0.008183061145246029, 0.0005871179746463895, 0.08234050124883652, 0.015460580587387085, 0.0169844813644886, -0.0227028988301754, 0.0513475202023983, -0.10181742161512375, 0.065180703997612, -0.0845484733581543, -0.02528727799654007, -0.003157098079100251, 0.06740808486938477, -0.02816668339073658, 0.006103674415498972, 0.01565486192703247, 0.0519510917365551, -0.011028330773115158, -0.03021502122282982, 0.054871175438165665, -0.014881378039717674, -0.04592487961053848, -0.015457301400601864, -0.00985066406428814, 0.029127592220902443, -0.010603314265608788, -0.00797235406935215, -0.04949803277850151, 0.06859997659921646, -0.055786825716495514, -0.010803044773638248, -0.013079216703772545, 0.04437052831053734, 0.019086088985204697, -0.10099522024393082, 0.050201453268527985, 0.09382931888103485, 0.015011565759778023, -0.050535447895526886, -0.05196413770318031, 0.06609810143709183, -0.018414374440908432, 0.051283374428749084, -0.0021701958030462265, -0.04850580543279648, 0.0352604053914547, 0.04828796535730362, 0.0030760422814637423, -0.0257745198905468, -0.10898809134960175, 0.022615592926740646, -0.07967279851436615, -0.012944106012582779, -0.016588207334280014, 0.006024807691574097, 0.03014002926647663, 0.012551805004477501, -0.0020680814050137997, -0.004699590150266886, -0.0343276783823967, 0.048397552222013474, 0.06450016051530838, -0.02727256901562214, 0.054452940821647644, 0.06559710949659348, -0.03530740737915039, -0.017467793077230453, -0.018626654520630836, -0.057299867272377014, -0.025719592347741127, 0.03682473674416542, -0.07296629250049591, -0.012086212635040283, -0.05768964812159538, 0.05155617371201515, -0.0024187604431062937, -0.12310837209224701, -0.02949749492108822, -0.05691239610314369, -0.008155129849910736, -0.05025283247232437, 0.1334049552679062, 1.0195018423643544e-32, 0.04864823818206787, 0.0038806928787380457, 0.08445481956005096, -0.018644487485289574, -0.009797841310501099, -0.05132771655917168, -0.013395892456173897, -0.05040348321199417, -0.03900947794318199, 0.021813087165355682, -0.006814329884946346, 0.0008285584044642746, -0.053280092775821686, -0.06305640190839767, 0.05722244456410408, 0.005886225961148739, 0.08158991485834122, -0.03781930357217789, 0.03641108050942421, 0.019870523363351822, 0.015920991078019142, -0.08059700578451157, -0.021406101062893867, 0.004761233925819397, 0.06195901334285736, 0.02988681010901928, 0.010647875256836414, 0.01573178544640541, -0.06648122519254684, 0.03841722756624222, 0.020564142614603043, 0.010949439369142056, -0.011308717541396618, -0.06421678513288498, -0.03560231626033783, -0.09094125777482986, -0.03371376916766167, 0.03424292802810669, 0.04170732572674751, 0.041499581187963486, 0.07976587116718292, -0.04971329867839813, 0.006127922795712948, 0.07048152387142181, 0.011213577352464199, 0.07080967724323273, 7.546538108726963e-05, -0.02544648014008999, 0.06239331513643265, -0.03239560127258301, 0.0013368562795221806, -0.05096939578652382, -0.12826567888259888, 0.0443713515996933, 0.11147530376911163, -0.08286380022764206, 0.005587542895227671, -0.03614597022533417, -0.0511678121984005, 0.06663248687982559, 0.013462238013744354, -0.09319918602705002, -0.007699869107455015, 0.026825234293937683, -0.030220462009310722, -0.10631896555423737, -0.029565492644906044, 0.046226866543293, 0.009192613884806633, -0.055311258882284164, -0.0036982963792979717, -0.08515630662441254, 0.00761566124856472, 0.010016427375376225, -0.03489435464143753, -0.03882233798503876, 0.06278803199529648, -0.01206493005156517, -0.06248033046722412, 0.04662901163101196, -0.04322228208184242, 0.0020925209391862154, -0.044077832251787186, -0.02227657288312912, 0.017384950071573257, -0.0051380908116698265, -0.0052725751884281635, -0.049761757254600525, -0.008163108490407467, -0.021053636446595192, -0.0762886255979538, 0.012985935434699059, 0.05920713394880295, -0.010908761061728, -0.004790519829839468, -9.003375719176835e-33, 0.07591965049505234, 0.03576014190912247, -0.05284082144498825, 0.08294915407896042, 0.009163007140159607, -0.018288293853402138, 0.030424246564507484, 0.07472057640552521, -0.03850015997886658, 0.04168914258480072, -0.08153694868087769, -0.1252225637435913, 0.06531105935573578, 0.06522711366415024, 0.059281837195158005, 0.06546427309513092, 0.1456887125968933, -0.012159368023276329, -0.04113565757870674, 0.032968584448099136, 0.03410546854138374, -0.10295356810092926, 0.029032621532678604, -0.018877601251006126, -0.00582917733117938, -0.02010597474873066, 0.02062152326107025, -0.03925446420907974, -0.03843294084072113, 0.044921789318323135, -0.012683846987783909, -0.07504221796989441, -0.02912878431379795, 0.11628127843141556, 0.0010195616632699966, -0.10425134003162384, 0.16936472058296204, -0.02657449245452881, -0.07938003540039062, -0.015040090307593346, 0.02722654864192009, 0.018478456884622574, 0.002310932381078601, 0.024622295051813126, -0.0708051472902298, -0.061803463846445084, 0.003591828979551792, -0.043165501207113266, -0.05739336833357811, -0.059662025421857834, 0.16636578738689423, -0.010538960807025433, -0.0124664893373847, 0.0065502263605594635, 0.017186230048537254, 0.08885975182056427, -0.0030797659419476986, -5.226988287176937e-05, -0.031268950551748276, -0.039804935455322266, -0.00479471031576395, -0.021761538460850716, -0.041929785162210464, 0.009728047996759415, 0.027764717116951942, -0.03459669277071953, 0.06421991437673569, 0.12777851521968842, 0.03131585940718651, -0.027536198496818542, 0.0199118684977293, -0.07310542464256287, 0.035440608859062195, 0.00688305264338851, -0.10597039014101028, -0.019677285104990005, -0.05288481339812279, -0.029428629204630852, 0.062057722359895706, 0.023400086909532547, -0.08010736107826233, -0.040326155722141266, -0.0010750662768259645, -0.04687189683318138, -0.0460042729973793, 0.0927545428276062, 0.013511473312973976, -0.03279462084174156, 0.011988924816250801, 0.07877444475889206, 0.0030454671941697598, 0.017760902643203735, 0.043274711817502975, -0.009118613786995411, -0.02492537349462509, -3.2908207714399396e-08, 0.0027125771157443523, -0.08153431117534637, -0.016438592225313187, -0.004602540284395218, 0.04109394550323486, 0.0355231910943985, 0.0632854625582695, 0.036377765238285065, 0.011662323959171772, 0.06555694341659546, -0.012161128222942352, 0.010844599455595016, -0.020829010754823685, 0.09772418439388275, -0.013342991471290588, 0.03747616335749626, 0.004025135189294815, 0.01627231389284134, 0.035404860973358154, -0.04448260739445686, 0.009236757643520832, 0.019827118143439293, -0.009723952040076256, -0.005829996895045042, -0.034233760088682175, 0.057902052998542786, -0.06116100028157234, 0.04401496797800064, -0.025578390806913376, 0.011080482974648476, 0.022468149662017822, -0.05694565176963806, 0.002290518255904317, -0.04347282648086548, 0.09808699786663055, 0.0022720484994351864, 0.03132607787847519, -0.006145484279841185, -0.08527226746082306, 0.10122261941432953, 0.0719514787197113, 0.05053253844380379, 0.07430397719144821, 0.04814603179693222, 0.08303571492433548, -0.06533639132976532, 0.11598225682973862, -0.02733164280653, 0.02737446129322052, -0.014727689325809479, -0.06340200453996658, -0.017166290432214737, -0.019608013331890106, -0.011957704089581966, -0.0072534591890871525, 0.021258294582366943, 0.03567863255739212, -0.012457050383090973, -0.026823746040463448, 0.06634238362312317, 0.03859598562121391, 0.08339054882526398, -0.05078969523310661, 0.011442877352237701]"
2,"Trên đảo có nhà ở của cư dân, trạm khí tượng, đèn hải đăng, trạm điện mặt trời, bệnh xá, trường học và nhiều công trình phục vụ đời sống.","[-0.02943248674273491, -0.014146449975669384, -0.039038803428411484, -0.08730978518724442, -0.06871265172958374, -0.006522118579596281, 0.06760472804307938, 0.0007084616227075458, 0.05242837592959404, -0.007523958571255207, 0.15528687834739685, -0.15311147272586823, -0.043741513043642044, -0.059408608824014664, 0.003917098976671696, -0.02770824357867241, -0.0572960339486599, 0.06209741532802582, -0.0022562253288924694, -0.09165945649147034, -0.04591599106788635, 0.023783357813954353, -0.013162126764655113, 0.022880151867866516, -0.058907993137836456, 0.025129929184913635, 0.05306418985128403, 0.07268945127725601, 0.04594840109348297, -0.05775243788957596, 0.011160233989357948, 0.10846371948719025, 0.025485044345259666, -0.012943491339683533, 0.012256495654582977, -0.005858185701072216, -0.05936240404844284, -0.04264882206916809, 0.016471924260258675, 0.06615719199180603, -0.05308273062109947, -0.00028751028003171086, 0.031206661835312843, -0.11858205497264862, 0.07789289951324463, -0.004981162957847118, -0.003037745365872979, -0.030770331621170044, -0.018689800053834915, 0.023499175906181335, 0.03842768445611, 0.03920171409845352, 0.0018280231161043048, 0.11900229007005692, -0.02850133180618286, 0.03592156246304512, 0.020436810329556465, 0.068226657807827, 0.01007272768765688, -0.030765384435653687, 0.02587028220295906, 0.02933170646429062, -0.024506142362952232, -0.08032568544149399, 0.050624288618564606, -0.018060222268104553, -0.050936102867126465, 0.015485999174416065, -0.018145522102713585, 0.03119463473558426, 0.012650149874389172, 0.04376722499728203, -0.011988532729446888, 0.043232087045907974, -0.05158200114965439, 0.053265996277332306, -0.02894183062016964, -0.003454227466136217, -0.014556588605046272, -0.08470301330089569, 0.05208407714962959, 0.05644960701465607, 0.02524782158434391, -0.09231375902891159, -0.010836786590516567, 0.06893656402826309, -0.015566452406346798, 0.002699922537431121, -0.016727058216929436, -0.027766581624746323, 0.013466461561620235, 0.07917949557304382, -0.007018549367785454, 0.022593457251787186, -0.10030274838209152, -0.015927685424685478, 0.006422186270356178, 0.03533841669559479, -0.02926120162010193, 0.009332505986094475, 0.023777173832058907, 0.12607744336128235, -0.012617211788892746, 0.023153742775321007, -0.0866936445236206, 0.023806432262063026, 0.033238884061574936, 0.046638429164886475, 0.019046040251851082, 0.012735356576740742, -0.033352330327034, -0.009255164302885532, -0.008284976705908775, -0.09755516052246094, 0.01522208284586668, 0.005027420353144407, -0.032056041061878204, -0.03516077250242233, -0.019766435027122498, 0.019426720216870308, 0.012089751660823822, -0.07893265783786774, -0.07997769862413406, 0.0007694507366977632, 0.014782433398067951, -0.04742796719074249, 0.09782949835062027, 1.2038935596541847e-32, 0.04638255760073662, 0.05673684924840927, 0.028693580999970436, -0.025289224460721016, 0.04072031006217003, -0.07875014841556549, -0.04610232636332512, -0.08219904452562332, -0.061327166855335236, -0.026134539395570755, -0.019485872238874435, 0.014353559352457523, -0.028724273666739464, -0.08271843194961548, 0.061500027775764465, -0.01338423416018486, 0.04596377909183502, -0.0714256539940834, -0.0012883013114333153, -0.010183695703744888, 0.017054731026291847, 0.040910325944423676, -0.0024613526184111834, -0.02444148063659668, 0.05275635048747063, -0.017406119033694267, -0.05012836307287216, -0.0602576807141304, -0.010932732373476028, 0.03219330683350563, 0.04643479362130165, 0.031833261251449585, 0.023488430306315422, -0.009065331891179085, -0.11998551338911057, -0.02507909946143627, -0.04279631748795509, 0.015271601267158985, -0.07436340302228928, 0.050862450152635574, 0.055160194635391235, -0.017465200275182724, 0.02440553717315197, 0.011571633629500866, -0.0074102687649428844, 0.015026913024485111, -0.010476423427462578, -0.039222247898578644, 0.029545042663812637, -0.012919716536998749, -0.006571182515472174, -0.04747733101248741, -0.12866519391536713, 0.04980575293302536, 0.13857096433639526, -0.12045879662036896, -0.021106602624058723, -0.006607174873352051, 0.02062419429421425, 0.009467311203479767, 0.050411518663167953, -0.09391512721776962, -0.026889625936746597, 0.02177956886589527, -0.08646564185619354, -0.06659075617790222, 0.024265887215733528, -0.05140342190861702, 0.04935842007398605, -0.04896170273423195, -0.10297198593616486, -0.06191275641322136, -0.003138615982607007, 0.019993312656879425, -0.019190212711691856, -0.04582555592060089, -0.0194296445697546, -0.10173118114471436, -0.006062406115233898, 0.0225609689950943, -0.01635672338306904, -0.06487957388162613, -0.0037557189352810383, -0.0073753646574914455, 0.08979247510433197, 0.027431201189756393, -0.0122090894728899, -0.0636521428823471, -0.01752498187124729, -0.02596445381641388, -0.05524878948926926, 0.07909354567527771, 0.045005809515714645, -0.041187044233083725, 0.016048552468419075, -1.0334614989959414e-32, 0.07437373697757721, 0.0458880215883255, -0.09341708570718765, 0.027760962024331093, 0.0042911916971206665, 0.01182801928371191, 0.010787895880639553, -0.008652541786432266, 0.015916146337985992, -0.028159527108073235, -0.06617753207683563, -0.10109008848667145, 0.026364441961050034, 0.06604702770709991, 0.09009107202291489, 0.04908350855112076, 0.09565314650535583, 0.03686757758259773, 0.0026515640784054995, -0.046374425292015076, -0.011250176467001438, -0.08049347251653671, 0.025488104671239853, 0.019982939586043358, -0.03053387440741062, -0.014299693517386913, 0.06733769923448563, 0.024111459031701088, 0.042209502309560776, 0.04021665081381798, -0.010389170609414577, -0.09331429749727249, -0.02146049775183201, 0.10441281646490097, 0.02074653096497059, -0.03245887905359268, 0.1160150095820427, 0.015168585814535618, -0.04889596998691559, 0.021876780316233635, -0.05762987211346626, -0.01597628742456436, 0.01865319162607193, -0.008194969035685062, -0.03798576816916466, -0.0343334823846817, -0.026087969541549683, 0.024506570771336555, -0.05719839781522751, -0.009189864620566368, 0.16706077754497528, 0.0029063639231026173, 0.001171570154838264, -0.04219290241599083, 0.05174315348267555, 0.042230650782585144, -0.03948773816227913, -0.07015810161828995, -0.04635332524776459, -0.01932472176849842, 0.0348309651017189, -0.007964694872498512, -0.044996608048677444, -0.007843011058866978, 0.01653779298067093, 0.0226923655718565, 0.02099829912185669, 0.06769676506519318, -0.030237946659326553, -0.005314369685947895, -0.025105653330683708, -0.07536305487155914, -0.014947094954550266, -0.012251476757228374, -0.08768340200185776, -0.037211913615465164, -0.04006863757967949, 0.05327979475259781, 0.013615045696496964, 7.010470289969817e-05, -0.07297089695930481, -0.0630674734711647, 0.025979187339544296, 0.013797948136925697, -0.04595009982585907, 0.08800819516181946, 0.009920910000801086, -0.01542037446051836, -0.0024010029155761003, 0.02265155501663685, 0.06205815076828003, 0.0335964597761631, 0.09603282809257507, 0.027699364349246025, 0.011316446587443352, -3.7998738378064445e-08, 0.01458288636058569, -0.1264384388923645, -0.04724385216832161, -0.05354227498173714, 0.13312286138534546, 0.08859343826770782, 0.06343759596347809, -0.06069573387503624, 0.021436356008052826, 0.023662466555833817, 0.05552135407924652, 0.013670285232365131, 0.014018740504980087, 0.09578903764486313, -0.013341560028493404, 0.08246885985136032, 0.007467035669833422, 0.031877562403678894, 0.0013319816207513213, -0.09642195701599121, -0.003809697460383177, 0.025270381942391396, -0.008308150805532932, -0.06415008008480072, -0.05918441712856293, 0.08489862829446793, -0.01271835807710886, 0.029060300439596176, -0.03737350180745125, -0.01462331973016262, 0.019884347915649414, -0.04412957653403282, 0.057647619396448135, -0.002001725835725665, 0.0670085921883583, 0.02695235051214695, 0.07020475715398788, -0.008605391718447208, -0.06735026836395264, 0.01962580718100071, 0.07033319026231766, 0.05340394750237465, 0.06833742558956146, 0.0037676370702683926, 0.10751277208328247, -0.030451368540525436, 0.09670621901750565, -0.032991982996463776, 0.03280651569366455, -0.0076209199614822865, -0.06904345750808716, -0.018115120008587837, 0.05308973416686058, 0.012812458910048008, -0.014854845590889454, 0.032903023064136505, -0.0360914021730423, 0.04012368619441986, 0.016303371638059616, -0.00796027947217226, 0.04749121889472008, 0.09645024687051773, -0.049056440591812134, -0.002943124156445265]"
3,"Hiện nay, trên đảo Trường Sa Lớn có khoảng 200 cư dân bao gồm ngư dân, bộ đội, nhân viên y tế và giáo viên.","[-0.09856589138507843, 0.07148493081331253, -0.02611488848924637, -0.03299923986196518, -0.08739815652370453, -0.0031110660638660192, 0.026488328352570534, 0.09271613508462906, 0.014737964607775211, -0.017053792253136635, 0.08252280205488205, -0.07746145874261856, -0.06600908935070038, 0.01126826647669077, 0.00685968529433012, -0.028370358049869537, -0.05372896045446396, 0.06463231146335602, -0.021300701424479485, -0.04469320550560951, -0.021339694038033485, 0.0002071674243779853, -0.0064735678024590015, 0.029501525685191154, -0.040182776749134064, -0.00572991231456399, 0.06718149036169052, 0.08021377772092819, 0.011903596110641956, 0.013769450597465038, 0.014158133417367935, 0.12414755672216415, -0.053569626063108444, -0.0029129530303180218, -0.04405604675412178, -0.0023905853740870953, -0.028584539890289307, -0.06520237028598785, 0.04332832247018814, 0.03908039256930351, -0.031687479466199875, 0.036016106605529785, 0.031776197254657745, -0.12460588663816452, 0.12782488763332367, 0.00489848991855979, -0.024688437581062317, 0.015475819818675518, -0.026124756783246994, -4.9280970415566117e-05, -0.034563835710287094, 0.054396145045757294, -0.026027236133813858, 0.08661438524723053, -0.010579049587249756, 0.01700439490377903, 0.024468785151839256, 0.047865815460681915, -0.00037635056651197374, -0.012882305309176445, 0.04731536656618118, -0.0010565683478489518, -0.03857698291540146, -0.023902468383312225, 0.01617920771241188, -0.01981111615896225, -0.05331985279917717, 0.0020128085743635893, -0.040068645030260086, 0.06991235911846161, 0.003805945161730051, -0.023442266508936882, -0.017073776572942734, 0.0693700835108757, -0.033693086355924606, 0.03603757545351982, -0.04428110271692276, -0.007224514149129391, 0.02575315348803997, -0.0966065526008606, 0.04149162024259567, 0.05847438797354698, 0.05058718100190163, -0.08509232848882675, -0.028490958735346794, 0.06116928160190582, 0.01044275052845478, 0.028887514024972916, -0.02643084153532982, -0.02350875549018383, 0.0033010123297572136, 0.02558060735464096, -0.012248089537024498, 0.019846675917506218, -0.12395940721035004, -0.002142522716894746, -0.041115451604127884, 0.04462110251188278, 0.005917273461818695, -0.0019666634034365416, 0.040012408047914505, 0.05290300026535988, 0.0409068763256073, -0.057132288813591, -0.09282256662845612, 0.02635475993156433, 0.10570769757032394, 0.03243813291192055, 0.09506459534168243, 0.051397088915109634, -0.004198017995804548, 0.022448062896728516, 0.020069662481546402, -0.11959270387887955, -0.05059652402997017, 0.03360062092542648, -0.07897099107503891, -0.019604356959462166, -0.032515816390514374, 0.038726966828107834, -0.008494164794683456, -0.047143179923295975, -0.0728568509221077, -0.041690658777952194, 0.02385544776916504, -0.03265049681067467, 0.10865841805934906, 1.101632236756766e-32, 0.049113303422927856, 0.015699023380875587, 0.02706991322338581, 0.02360704354941845, -0.02945861779153347, -0.03843342885375023, -0.007430796045809984, -0.06855073571205139, -0.05083660036325455, -0.06594642996788025, -0.028901832178235054, -0.005313429981470108, -0.07479298859834671, -0.010127158835530281, 0.0061482093296945095, 0.06348085403442383, 0.06487152725458145, -0.08321408182382584, 0.04660441726446152, 0.021198036149144173, 0.03945060446858406, -0.03001227043569088, -0.02325601503252983, -0.024527546018362045, 0.05553857237100601, 0.050230756402015686, -0.015307738445699215, -0.06324350833892822, -0.0487317256629467, 0.052255239337682724, 0.07430294156074524, 0.007996229454874992, 0.011129411868751049, -0.03810889273881912, -0.08011960983276367, -0.10075467079877853, -0.02657739259302616, 0.06877465546131134, -0.03838491439819336, 0.000324562075547874, 0.14322350919246674, -0.03132453188300133, -0.038351837545633316, 0.08187277615070343, -0.006390468683093786, 0.037581317126750946, 0.029154064133763313, -0.004999107681214809, 0.030472034588456154, 0.005348896607756615, -0.04723710939288139, -0.08467043936252594, -0.1404351145029068, 0.09300502389669418, 0.10871941596269608, -0.1192578598856926, 0.010023849084973335, -0.013940664939582348, 0.01654914766550064, 0.01674998179078102, 0.013477711006999016, -0.04182150214910507, -0.041398029774427414, 0.06515209376811981, -0.07050736248493195, -0.08080039918422699, 0.06212356314063072, 0.01149410754442215, -0.0008049160242080688, -0.07997895777225494, -0.03372086584568024, -0.0583641491830349, -0.022203028202056885, -0.03305679187178612, -0.06271607428789139, -0.014424629509449005, 0.06470567733049393, -0.06382053345441818, -0.029679814353585243, 0.034386046230793, -0.05107962340116501, 0.002852104837074876, -0.009970733895897865, -0.018557947129011154, 0.028122633695602417, 0.017891624942421913, 0.018187055364251137, -0.06986197829246521, -0.007030804175883532, 0.0045317052863538265, 0.012666478753089905, 0.02728130854666233, 0.03840186446905136, -0.028090843930840492, 0.00013982840755488724, -8.637733793249747e-33, 0.0825628936290741, 0.030371131375432014, -0.09038641303777695, 0.038509685546159744, 0.005630229599773884, -0.007244683802127838, 0.016519688069820404, -0.021731166169047356, -0.0071668196469545364, -0.06537210196256638, -0.006783964578062296, -0.10933829098939896, 0.0838085263967514, 0.0980951189994812, 0.032148830592632294, 0.043435391038656235, 0.05744330957531929, 0.0035646839533001184, 0.008344710804522038, -0.00662963604554534, 0.01650162599980831, -0.04763641953468323, 6.0652801039395854e-05, 0.01312319003045559, 0.006326759234070778, 0.013579781167209148, 0.06077146902680397, 0.007567987311631441, -0.021392280235886574, 0.09514771401882172, -0.006189952604472637, -0.12366677820682526, -0.027839627116918564, 0.13968367874622345, 0.04319814592599869, -0.024020491167902946, 0.16630980372428894, -0.03121265023946762, -0.07882050424814224, -0.035695161670446396, 0.004619732033461332, 0.010937226004898548, -0.07110235095024109, 0.003743147011846304, -0.04165847226977348, -0.04243568703532219, 0.030298562720417976, -0.06489672511816025, -0.06168069690465927, -0.02899778261780739, 0.13748499751091003, -0.0010448761750012636, 0.008129135705530643, -0.016754085198044777, -1.4162778825266287e-06, 0.02075100503861904, -0.03482814505696297, -0.055111363530159, -0.04801519960165024, -0.021115798503160477, -0.0003462662280071527, -0.03149718791246414, -0.016122397035360336, 0.008582321926951408, 0.0027387330774217844, 0.07268495857715607, 0.043862584978342056, 0.06984361261129379, 0.03121296502649784, -0.08444160223007202, 0.02119034342467785, -0.07743364572525024, 0.027437813580036163, 0.001687277457676828, -0.08975518494844437, -0.009207529947161674, -0.038251541554927826, 0.05425398796796799, 0.018312767148017883, 0.0254854466766119, -0.0873672291636467, -0.055978741496801376, 0.012168069370090961, -0.004736393690109253, -0.02847578562796116, 0.08437273651361465, -0.06283540278673172, -0.008709349669516087, 0.01056899968534708, 0.021510140970349312, 0.04479750990867615, 0.06418692320585251, 0.05084513872861862, 0.05103470757603645, 0.005303534679114819, -3.477445176258698e-08, -0.02074183151125908, -0.10566842555999756, 0.011117151938378811, 0.007826946675777435, 0.0926293134689331, -0.015523847192525864, 0.0364568717777729, -0.03787171095609665, -0.006229714024811983, 0.0684705525636673, 0.014508862979710102, 0.016007140278816223, -0.017248710617423058, 0.08047375082969666, 0.034359853714704514, 0.03651965409517288, -0.008143432438373566, 0.06330383569002151, 0.017287027090787888, -0.0825667753815651, 0.019086098298430443, 0.01114383153617382, 0.0081539461389184, -0.0419684499502182, -0.03660149499773979, 0.06501726806163788, -0.045087311416864395, 0.039420709013938904, -0.01089700497686863, -0.06701452285051346, 0.015519856475293636, -0.00891310628503561, -0.029333725571632385, 0.05072025954723358, 0.02667740359902382, -0.026787251234054565, 0.068278968334198, 0.027466261759400368, -0.08146537095308304, 0.027302680537104607, 0.06540530920028687, -0.033854786306619644, 0.058428503572940826, 0.011670961044728756, 0.08993323892354965, -0.0019407125655561686, 0.10469625145196915, -0.01856391504406929, 0.07435815781354904, -0.04230930656194687, -0.08880500495433807, -0.06676836311817169, 0.046869907528162, 0.03481648862361908, -0.04859045147895813, 0.04934842884540558, 0.015377549454569817, 0.023333316668868065, -0.013559608720242977, 0.00533316470682621, 0.011292604729533195, 0.08492515236139297, -0.05208858847618103, 0.0005144565366208553]"
